,motor_name,motor_price,Brand,model,engine_cap_x,classification,type_of_vehicle,Model,Year,Category,engine_cap_y,Power (hp),Engine cylinder,Engine stroke,Gearbox,Fuel capacity (lts),Transmission type,Front brakes,Rear brakes,Front suspension,Rear suspension
675,Yamaha YZF-R3,9000,yamaha,Yamaha YZF-R3,321,Class 2A,Sport Bikes,yzf-r3,2017,Sport,321.0,42.0,Twin, four-stroke,6-speed,14.0,Chain,Single disc,Single disc,41mm  telescopic fork,Swingarm
676,Yamaha YZF-R3,9000,yamaha,Yamaha YZF-R3,321,Class 2A,Sport Bikes,yzf-r3,2018,Sport,321.0,42.0,Twin, four-stroke,6-speed,14.0,Chain,Single disc. Optional ABS.,Single disc. Optional ABS.,41mm KYB® telescopic fork,"KYB® single shock, adjustable preload"
677,Yamaha YZF-R3,9000,yamaha,Yamaha YZF-R3,321,Class 2A,Sport Bikes,yzf-r3,2019,Sport,321.0,42.0,Twin, four-stroke,6-speed,14.0,Chain,Single disc. Optional ABS.,Single disc. Optional ABS.,Inverted telescopic fork,"Monocross single shock, adjustable preload"
678,Yamaha YZF-R3,9000,yamaha,Yamaha YZF-R3,321,Class 2A,Sport Bikes,yzf-r3,2020,Sport,321.0,42.0,Twin, four-stroke,6-speed,14.0,Chain,Single disc. Optional ABS.,Single disc. Optional ABS.,Inverted telescopic fork,"Monocross single shock, adjustable preload"
679,Yamaha YZF-R3,9000,yamaha,Yamaha YZF-R3,321,Class 2A,Sport Bikes,yzf-r3,2021,Sport,321.0,42.0,Twin, four-stroke,6-speed,14.0,Chain,Single disc. Optional ABS.,Single disc. Optional ABS.,Inverted telescopic fork,"Monocross single shock, adjustable preload"
680,Yamaha YZF-R3,9000,yamaha,Yamaha YZF-R3,321,Class 2A,Sport Bikes,yzf-r3,2022,Sport,321.0,42.0,Twin, four-stroke,6-speed,14.0,Chain,Single disc. ABS.,Single disc. ABS. Dunlop® Sportmax tires.,Inverted telescopic fork,"Monocross single shock, adjustable preload"
681,Yamaha FZ8-N,16500,yamaha,Yamaha FZ8-N,779,Class 2,Street Bikes,fz8-n,2012,Sport,779.0,,In-line four, four-stroke,6-speed,17.0,Chain,Double disc. Floating discs w/4-piston calipers,Single disc,Telescopic fork,Single shock
682,Yamaha FZ8-N,8800,yamaha,Yamaha FZ8-N,779,Class 2,Street Bikes,fz8-n,2012,Sport,779.0,,In-line four, four-stroke,6-speed,17.0,Chain,Double disc. Floating discs w/4-piston calipers,Single disc,Telescopic fork,Single shock
683,Yamaha FZ8-N,4900,yamaha,Yamaha FZ8-N,779,Class 2,Street Bikes,fz8-n,2012,Sport,779.0,,In-line four, four-stroke,6-speed,17.0,Chain,Double disc. Floating discs w/4-piston calipers,Single disc,Telescopic fork,Single shock
684,Yamaha FZ8-N,4000,yamaha,Yamaha FZ8-N,779,Class 2,Street Bikes,fz8-n,2012,Sport,779.0,,In-line four, four-stroke,6-speed,17.0,Chain,Double disc. Floating discs w/4-piston calipers,Single disc,Telescopic fork,Single shock
685,Yamaha FZ8-N,3888,yamaha,Yamaha FZ8-N,779,Class 2,Street Bikes,fz8-n,2012,Sport,779.0,,In-line four, four-stroke,6-speed,17.0,Chain,Double disc. Floating discs w/4-piston calipers,Single disc,Telescopic fork,Single shock
686,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2008,Allround,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
687,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2009,Sport,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
688,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2011,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
689,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2012,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc. Hydraulic,Expanding brake (drum brake),Telescopic forks,Swingarm
690,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2013,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
691,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2014,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
692,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2015,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
693,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2016,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
694,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2017,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
695,Yamaha YBR125,7500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2018,Naked bike,123.0,10.1,Single cylinder, four-stroke,5-speed,13.6,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
696,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2008,Allround,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
697,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2009,Sport,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
698,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2011,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
699,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2012,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc. Hydraulic,Expanding brake (drum brake),Telescopic forks,Swingarm
700,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2013,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
701,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2014,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
702,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2015,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
703,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2016,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
704,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2017,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
705,Yamaha YBR125,7880,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2018,Naked bike,123.0,10.1,Single cylinder, four-stroke,5-speed,13.6,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
706,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2008,Allround,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
707,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2009,Sport,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
708,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2011,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
709,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2012,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc. Hydraulic,Expanding brake (drum brake),Telescopic forks,Swingarm
710,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2013,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
711,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2014,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
712,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2015,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
713,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2016,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
714,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2017,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
715,Yamaha YBR125,6900,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2018,Naked bike,123.0,10.1,Single cylinder, four-stroke,5-speed,13.6,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
716,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2008,Allround,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
717,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2009,Sport,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
718,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2011,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
719,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2012,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc. Hydraulic,Expanding brake (drum brake),Telescopic forks,Swingarm
720,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2013,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
721,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2014,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
722,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2015,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
723,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2016,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
724,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2017,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
725,Yamaha YBR125,1500,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2018,Naked bike,123.0,10.1,Single cylinder, four-stroke,5-speed,13.6,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
726,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2008,Allround,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
727,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2009,Sport,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
728,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2011,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
729,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2012,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc. Hydraulic,Expanding brake (drum brake),Telescopic forks,Swingarm
730,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2013,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
731,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2014,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
732,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2015,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
733,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2016,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
734,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2017,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
735,Yamaha YBR125,7288,yamaha,Yamaha YBR125,124,Class 2B,Street Bikes,ybr125,2018,Naked bike,123.0,10.1,Single cylinder, four-stroke,5-speed,13.6,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
736,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2008,Allround,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
737,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2009,Sport,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
738,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2011,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
739,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2012,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc. Hydraulic,Expanding brake (drum brake),Telescopic forks,Swingarm
740,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2013,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
741,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2014,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
742,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2015,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
743,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2016,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
744,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2017,Naked bike,124.0,10.1,Single cylinder, four-stroke,5-speed,13.0,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
745,Yamaha YBR125,5000,yamaha,Yamaha YBR125,123,Class 2B,Street Bikes,ybr125,2018,Naked bike,123.0,10.1,Single cylinder, four-stroke,5-speed,13.6,Chain,Single disc,Expanding brake (drum brake),Telescopic forks,Swingarm
746,Ducati Scrambler 1100 Sport,32800,ducati,Ducati Scrambler 1100 Sport,1079,Class 2,Street Bikes,scrambler 1100 sport,2018,Classic,1079.0,84.5,V2, four-stroke,6-speed,15.0,Chain,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Floating disc. Single-piston caliper. ,Öhlins fully adjustable Ø48 mm usd fork,"Öhlins monoshock, pre-load and rebound adjustable"
747,Ducati Scrambler 1100 Sport,32800,ducati,Ducati Scrambler 1100 Sport,1079,Class 2,Street Bikes,scrambler 1100 sport,2019,Classic,1079.0,84.5,V2, four-stroke,6-speed,15.0,Chain,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Floating disc. Single-piston caliper. ,Öhlins fully adjustable Ø48 mm usd fork,"Öhlins monoshock, pre-load and rebound adjustable"
748,Ducati Scrambler 1100 Sport,3000,ducati,Ducati Scrambler 1100 Sport,1079,Class 2,Street Bikes,scrambler 1100 sport,2018,Classic,1079.0,84.5,V2, four-stroke,6-speed,15.0,Chain,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Floating disc. Single-piston caliper. ,Öhlins fully adjustable Ø48 mm usd fork,"Öhlins monoshock, pre-load and rebound adjustable"
749,Ducati Scrambler 1100 Sport,3000,ducati,Ducati Scrambler 1100 Sport,1079,Class 2,Street Bikes,scrambler 1100 sport,2019,Classic,1079.0,84.5,V2, four-stroke,6-speed,15.0,Chain,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Floating disc. Single-piston caliper. ,Öhlins fully adjustable Ø48 mm usd fork,"Öhlins monoshock, pre-load and rebound adjustable"
750,Ducati Streetfighter 848,22777,ducati,Ducati Streetfighter 848,849,Class 2,Street Bikes,streetfighter 848,2012,Naked bike,849.0,132.0,V2, four-stroke,6-speed,16.5,Chain,"Double disc. Semi-floating discs, radially mounted Brembo Monobloc callipers 4-piston, 2-pad ",Single disc,Marzocchi 43mm fully adjustable usd forks,Progressive linkage with fully adjustable Sachs monoshock. Aluminium single-sided swingarm
751,Ducati Streetfighter 848,22777,ducati,Ducati Streetfighter 848,849,Class 2,Street Bikes,streetfighter 848,2013,Naked bike,849.0,130.0,V2, four-stroke,6-speed,16.5,Chain,Double disc. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. Two-piston calipers. ,Marzocchi 43mm fully adjustable usd forks,Progressive linkage with fully adjustable Sachs monoshock. Aluminium single-sided swingarm
752,Ducati Streetfighter 848,22777,ducati,Ducati Streetfighter 848,849,Class 2,Street Bikes,streetfighter 848,2014,Naked bike,849.0,132.0,V2, four-stroke,6-speed,16.5,Chain,Double disc. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. Two-piston calipers. ,Marzocchi 43mm fully adjustable usd forks,Progressive linkage with fully adjustable Sachs monoshock. Aluminium single-sided swingarm
753,Ducati Streetfighter 848,22777,ducati,Ducati Streetfighter 848,849,Class 2,Street Bikes,streetfighter 848,2015,Naked bike,849.0,132.0,V2, four-stroke,6-speed,16.5,Chain,Double disc. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. Two-piston calipers. ,Marzocchi 43mm fully adjustable usd forks,Progressive linkage with fully adjustable Sachs monoshock. Aluminium single-sided swingarm
754,Honda Monkey 125,11577,honda,Honda Monkey 125,125,Class 2B,Street Bikes,monkey 125,2022,Allround,124.9,9.3,Single cylinder, four-stroke,5-speed,5.68,Chain,Single disc. Hydraulic. Optional ABS.,Single disc. Hydraulic. Optional ABS.,31mm inverted fork,Twin shocks  
755,Honda Monkey 125,18500,honda,Honda Monkey 125,125,Class 2B,Street Bikes,monkey 125,2022,Allround,124.9,9.3,Single cylinder, four-stroke,5-speed,5.68,Chain,Single disc. Hydraulic. Optional ABS.,Single disc. Hydraulic. Optional ABS.,31mm inverted fork,Twin shocks  
756,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2014,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
757,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2015,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
758,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2016,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
759,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2017,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
760,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2018,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
761,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2019,Sport,798.0,144.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
762,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2020,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
763,MV Agusta F3 800,26877,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2021,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston. ABS.",Single disc. Brembo with 2 pistons. ABS.,Marzocchi “UPSIDE DOWN” telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment.,"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment."
764,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2014,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
765,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2015,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
766,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2016,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
767,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2017,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
768,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2018,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
769,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2019,Sport,798.0,144.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
770,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2020,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
771,MV Agusta F3 800,17000,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2021,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston. ABS.",Single disc. Brembo with 2 pistons. ABS.,Marzocchi “UPSIDE DOWN” telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment.,"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment."
772,MV Agusta F3 800,21888,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes,f3 800,2014,Sport,798.0,148.0,In-line three, four-stroke,6-speed,16.5,Chain,"Double disc. Brembo radial-type monobloc, with 4 piston",Single disc. Brembo with 2 pistons,Marzocchi UPD Telescopic fork,Sachs adjustable monoshock
